,flow,category,amount
1551,Methyl amine,"('water', 'surface water')",1.0625764684484773e-13
1552,Lauric acid,"('water',)",3.825585093588452e-12
1553,Krypton-89,"('air', 'non-urban air or from high stacks')",6.83595414574886e-06
1554,"Particulates, < 2.5 um","('air',)",1.094167734694069e-05
1555,Flumioxazin,"('air', 'non-urban air or from high stacks')",2.0465040608258705e-13
1556,Phosphorus,"('soil', 'agricultural')",1.1979447463455675e-08
1557,Isocyanic acid,"('air', 'urban air close to ground')",6.406019892704548e-09
1558,Phenol,"('air',)",1.3225522817485988e-10
1559,Lead-210,"('water', 'ocean')",1.459952704601635e-12
1560,Maneb,"('soil', 'agricultural')",0.0
1561,"TiO2, 95% in rutile, 0.40% in crude ore, in ground","('natural resource', 'in ground')",2.1798768404443437e-07
1562,Flumioxazin,"('soil', 'agricultural')",6.50939511193399e-14
1563,Pronamide,"('soil', 'agricultural')",0.0
1564,"Discarded fish, pelagic, to ocean","('water', 'ocean')",4.3310191111728845e-21
1565,Methanol,"('air', 'urban air close to ground')",1.3028088798314892e-08
1566,"Particulates, < 2.5 um","('air', 'non-urban air or from high stacks')",1.9431667618655536e-05
1567,Selenium,"('air', 'non-urban air or from high stacks')",3.5155570840084263e-09
1568,"Transformation, from mineral extraction site","('natural resource', 'land')",8.591709687781758e-06
1569,Silver,"('air',)",6.13271030466554e-13
1570,Chrysene,"('water', 'surface water')",2.4670368976556893e-15
1571,"Ethane, 1,2-dichloro-","('air', 'urban air close to ground')",8.215835034297578e-10
1572,"Carbon dioxide, fossil","('air', 'urban air close to ground')",0.004588382345563908
1573,Carbofuran,"('soil', 'agricultural')",2.5748623405413245e-10
1574,"Ethane, hexafluoro-, HFC-116","('air',)",1.6497391349357586e-10
1575,Pyrethrin,"('soil', 'agricultural')",0.0
1576,"Butylcarbamate, iodopropynyl","('water', 'surface water')",0.0
1577,Sulfur hexafluoride,"('air', 'urban air close to ground')",1.4257250705268577e-17
1578,Thallium,"('water',)",1.857047012478255e-12
1579,Radium-228,"('air',)",4.79177885493597e-10
1580,Ethanol,"('water',)",4.223845463764661e-15
1581,Potassium-40,"('water', 'ground-')",1.0936961623968673e-10
1582,Diflubenzuron,"('air', 'non-urban air or from high stacks')",6.316622986982982e-15
1583,Potassium,"('water', 'ground-')",5.442431179172843e-09
1584,"Carbon dioxide, non-fossil","('air',)",0.0028186603100825323
1585,Manganese,"('air', 'non-urban air or from high stacks')",1.1782761916257829e-08
1586,Nickel,"('air',)",3.6908808968579857e-09
1587,Tebuconazole,"('air', 'non-urban air or from high stacks')",6.497042540116848e-23
1588,Dinitrogen monoxide,"('air', 'lower stratosphere + upper troposphere')",5.216225996826814e-15
1589,"Transformation, to wetland, inland (non-use)","('natural resource', 'land')",3.692835252353681e-22
1590,Flumiclorac-pentyl,"('air', 'non-urban air or from high stacks')",2.0231488749629536e-14
1591,Chloride,"('water', 'ocean')",1.2277972808659668e-05
1592,Lead,"('air', 'lower stratosphere + upper troposphere')",3.477480238425549e-18
1593,"Ethane, 1,1,1,2-tetrafluoro-, HFC-134a","('air',)",4.4327665820682e-12
1594,Vanadium,"('soil', 'agricultural')",4.8284505619275464e-11
1595,Thifensulfuron-methyl,"('soil', 'agricultural')",3.842284081867259e-16
1596,Hydrazine,"('water',)",0.0
1597,"Transformation, to forest, unspecified","('natural resource', 'land')",9.02311084185596e-06
1598,Heptane,"('air',)",5.1860118739209794e-09
1599,Mercury,"('soil', 'industrial')",4.753054864085385e-11
1600,Lead,"('soil', 'industrial')",8.159487122853356e-09
1601,Hydramethylnon,"('soil', 'agricultural')",0.0
1602,"Ulexite, in ground","('natural resource', 'in ground')",4.0838218578646586e-09
1603,Cyanide,"('air',)",1.894952829433746e-15
1604,Fluoride,"('water',)",8.000589554037396e-09
1605,"Occupation, annual crop, non-irrigated, extensive","('natural resource', 'land')",7.824742529837372e-09
1606,Ethylene diamine,"('water', 'surface water')",3.8374189266791505e-13
1607,"Carbon monoxide, non-fossil","('air', 'non-urban air or from high stacks')",6.072297605351383e-07
1608,Chromium,"('soil',)",6.971080770321633e-10
1609,"Transformation, to lake, artificial","('natural resource', 'land')",5.928596488959895e-06
1610,Nitrogen oxides,"('air', 'urban air close to ground')",8.697376967594191e-06
1611,Cadmium,"('air', 'low population density, long-term')",2.643372302170399e-11
1612,"Methane, dichloro-, HCC-30","('air', 'non-urban air or from high stacks')",1.432056517139147e-10
1613,"Water, salt, ocean","('natural resource', 'in water')",3.9439042466269035e-06
1614,"Hydrocarbons, unspecified","('soil',)",8.087327989448587e-11
1615,Cyhalothrin,"('soil', 'agricultural')",0.0
1616,Pyraclostrobin,"('water', 'surface water')",1.0093616498062407e-21
1617,Fluazifop,"('soil', 'agricultural')",0.0
1618,Propachlor,"('soil', 'agricultural')",0.0
1619,"Heat, waste","('water', 'ground-, long-term')",0.023456028496550513
1620,Mercury,"('air', 'low population density, long-term')",8.686237295057121e-12
1621,"Transformation, from annual crop, irrigated, intensive","('natural resource', 'land')",0.0
1622,Radon-222,"('air', 'non-urban air or from high stacks')",0.09266061369959448
1623,Hydrogen fluoride,"('air', 'low population density, long-term')",1.792575632065236e-10
1624,Phosphate,"('water', 'ocean')",2.9813771829687117e-09
1625,"Tin, ion","('water', 'surface water')",6.372974172669104e-11
1626,"Noble gases, radioactive, unspecified","('air', 'non-urban air or from high stacks')",0.6695060185501475
1627,"Hydrocarbons, aliphatic, unsaturated","('air',)",1.668700346163416e-11
1628,"Transformation, to annual crop, non-irrigated","('natural resource', 'land')",1.1662837646001394e-08
1629,Glyphosate,"('air', 'non-urban air or from high stacks')",1.5211937015227374e-10
1630,"Radioactive species, other beta emitters","('air', 'non-urban air or from high stacks')",5.831016743604695e-10
1631,"Copper, 0.99% in sulfide, Cu 0.36% and Mo 8.2E-3% in crude ore, in ground","('natural resource', 'in ground')",1.1463712901015078e-05
1632,Thorium,"('air',)",1.1143995020271746e-16
1633,Paraffins,"('air', 'urban air close to ground')",0.0
1634,Primisulfuron,"('soil', 'agricultural')",2.668179882125434e-16
1635,Titanium,"('air', 'non-urban air or from high stacks')",2.42343957437946e-10
1636,Acetyl chloride,"('water', 'surface water')",2.6296664430090973e-14
1637,Copper,"('air', 'lower stratosphere + upper troposphere')",2.9559772558860115e-16
1638,Fipronil,"('soil', 'agricultural')",6.755371796946001e-12
1639,Zirconium-95,"('water', 'surface water')",1.1744174114316964e-06
1640,2-Aminopropanol,"('water', 'surface water')",1.9912324114572913e-14
1641,Molybdenum,"('air', 'urban air close to ground')",2.79983970427085e-10
1642,Iodide,"('water', 'ground-, long-term')",9.213340371782623e-11
1643,Picloram,"('soil', 'agricultural')",8.541587275502408e-18
1644,Sulfentrazone,"('air', 'non-urban air or from high stacks')",4.849134242020046e-13
1645,"Transformation, to dump site, slag compartment","('natural resource', 'land')",5.523629241173232e-09
1646,Phosphorus trichloride,"('air',)",0.0
1647,Mercury,"('air', 'urban air close to ground')",1.0468699178775137e-10
1648,"Copper, 1.18% in sulfide, Cu 0.39% and Mo 8.2E-3% in crude ore, in ground","('natural resource', 'in ground')",1.0134067460332942e-05
1649,Uranium-235,"('air', 'non-urban air or from high stacks')",1.5151256999286345e-08
1650,"Nickel, 1.13% in sulfide, Ni 0.76% and Cu 0.76% in crude ore, in ground","('natural resource', 'in ground')",9.291187953473276e-07
1651,"Cobalt, in ground","('natural resource', 'in ground')",1.934311055891679e-10
1652,"Methane, monochloro-, R-40","('air',)",0.0
1653,"TOC, Total Organic Carbon","('water', 'ground-')",2.563740194181522e-07
1654,"Methane, dichlorofluoro-, HCFC-21","('air', 'urban air close to ground')",1.812799631770852e-14
1655,Chlorimuron-ethyl,"('soil', 'agricultural')",1.1757022651584361e-13
1656,Acifluorfen,"('soil', 'agricultural')",2.9495737295159057e-15
1657,Boron,"('air', 'urban air close to ground')",6.0149679351730466e-09
1658,Nitrite,"('water',)",1.0103940880643731e-11
1659,Chromium VI,"('air', 'low population density, long-term')",5.581676956822952e-11
1660,"Methane, dichlorodifluoro-, CFC-12","('air',)",8.072006723061277e-17
1661,Glyphosate,"('water', 'ground-')",1.0668143793554987e-13
1662,"Hydrocarbons, aliphatic, alkanes, unspecified","('water', 'ocean')",2.57011200556032e-09
1663,Cesium-136,"('water', 'surface water')",8.149703542110499e-10
1664,t-Butyl methyl ether,"('air', 'urban air close to ground')",4.372209467583302e-09
1665,Flumiclorac-pentyl,"('soil', 'agricultural')",8.668691313914645e-16
1666,Propene,"('water', 'surface water')",8.07663923190906e-08
1667,"Chromium, ion","('water',)",2.993969853439036e-09
1668,Propanal,"('air',)",3.98356278646223e-15
1669,Quizalofop-ethyl,"('air', 'non-urban air or from high stacks')",2.3559610854592333e-14
1670,Aniline,"('water',)",7.441284546080798e-11
1671,Chromium,"('soil', 'industrial')",1.6278892152953057e-09
1672,Chromium VI,"('air', 'non-urban air or from high stacks')",4.002073949233814e-09
1673,Ethene,"('water', 'surface water')",7.3373173086634604e-09
1674,MCPB,"('water', 'ground-')",1.5873267495328725e-23
1675,"Aldehydes, unspecified","('air', 'non-urban air or from high stacks')",5.524248213230653e-10
1676,Benzo(ghi)perylene,"('air',)",1.6725551506901774e-15
1677,"Titanium, ion","('water', 'ground-, long-term')",2.3086637599397246e-06
1678,2-Propanol,"('water', 'surface water')",9.285607126009691e-14
1679,Diethylamine,"('air', 'urban air close to ground')",1.162942593257968e-13
1680,"Rhenium, in crude ore, in ground","('natural resource', 'in ground')",1.3768051516654087e-12
1681,Nitrate,"('air', 'non-urban air or from high stacks')",1.8691752408798297e-09
1682,Naphtalene,"('air',)",3.7101175546147455e-12
1683,"Transformation, to dump site, residual material landfill","('natural resource', 'land')",1.2409089692804256e-07
1684,"Occupation, urban/industrial fallow (non-use)","('natural resource', 'land')",3.5607400503425668e-09
1685,"Potassium, ion","('water', 'ocean')",1.5580533653910363e-07
1686,Niobium-95,"('air', 'non-urban air or from high stacks')",2.868435098106926e-06
1687,Acetone,"('air', 'urban air close to ground')",6.114085764216584e-09
1688,"Chromium, ion","('water', 'ground-')",4.4283438207487077e-10
1689,Tin,"('air', 'non-urban air or from high stacks')",3.924442029592435e-09
1690,"Ethane, 1,1-difluoro-, HFC-152a","('air', 'non-urban air or from high stacks')",5.267554929892009e-12
1691,Magnesium,"('water',)",4.901225102658439e-07
1692,Molybdenum,"('air', 'low population density, long-term')",1.53621958156984e-10
1693,Acetamide,"('air', 'non-urban air or from high stacks')",1.2339359015587189e-13
1694,4-Methyl-2-pentanone,"('water',)",3.2756931097135184e-12
1695,Xenon-138,"('air', 'non-urban air or from high stacks')",0.00013966208406351326
1696,Deltamethrin,"('soil', 'agricultural')",1.242634709851167e-15
1697,"Titanium, ion","('water',)",2.304413481573245e-09
1698,Trifluralin,"('air', 'non-urban air or from high stacks')",6.9841938347944135e-12
1699,Bromopropane,"('air',)",0.0
1700,Butane,"('air', 'non-urban air or from high stacks')",5.0000257070040516e-08
1701,Propamocarb HCl,"('soil', 'agricultural')",0.0
1702,Radium-226,"('air', 'urban air close to ground')",1.669001003556863e-07
1703,Benzo(ghi)perylene,"('water', 'surface water')",6.377959975376827e-17
1704,Dissolved solids,"('water', 'surface water')",8.26989411633538e-06
1705,Anthracene,"('water', 'surface water')",1.0135888212485799e-12
1706,"Volume occupied, final repository for radioactive waste","('natural resource', 'in ground')",5.811700999801276e-11
1707,Chlorine,"('air',)",9.514708463546026e-09
1708,Thorium-232,"('water', 'surface water')",1.4180403716274795e-07
1709,Titanium,"('soil', 'industrial')",8.471357298676691e-09
1710,Barium,"('water', 'surface water')",3.3956554794066816e-07
1711,1-Pentanol,"('air', 'urban air close to ground')",1.3947720875577794e-14
1712,Methanol,"('water',)",5.143500008198966e-10
1713,Dipropylamine,"('air', 'urban air close to ground')",6.959561805769488e-14
1714,Benzene,"('water', 'ocean')",3.970928269314957e-09
1715,Acenaphthylene,"('water', 'ocean')",7.690566263081044e-15
1716,Sulfide,"('water', 'surface water')",1.0361499326471588e-09
1717,Beryllium,"('air', 'urban air close to ground')",1.3202379036834445e-11
1718,Antimony,"('air',)",3.1825633562232303e-07
1719,Cyanide,"('air', 'non-urban air or from high stacks')",8.026788976904054e-09
1720,Aluminium,"('air', 'non-urban air or from high stacks')",2.1003022718375047e-09
1721,Tralkoxydim,"('soil', 'agricultural')",2.998853273587143e-17
1722,Tin,"('air', 'urban air close to ground')",1.0816460176909512e-11
1723,EPTC,"('soil', 'agricultural')",0.0
1724,Nitrate,"('water', 'surface water')",7.967967467854831e-07
1725,Zeta-cypermethrin,"('air', 'non-urban air or from high stacks')",2.91162144019441e-14
1726,"Lithium, ion","('water',)",8.398581412787068e-07
1727,Cobalt,"('air', 'low population density, long-term')",7.209350328498332e-11
1728,2-Nitrobenzoic acid,"('air', 'urban air close to ground')",1.5276540201605174e-14
1729,Molybdenum,"('soil', 'industrial')",1.6969769625471875e-10
1730,Uranium-235,"('water', 'surface water')",9.469978065451857e-07
1731,Silver,"('air', 'low population density, long-term')",1.2981071022656762e-11
1732,Diclofop,"('soil', 'agricultural')",1.4931001681178876e-15
1733,2-chlorobenzaldehyde,"('water',)",0.0
1734,Nitrite,"('water', 'ground-, long-term')",3.191827931092671e-08
1735,Lead-210,"('water', 'ground-')",9.048565587321572e-10
1736,Polonium-210,"('air',)",1.1423560081753405e-08
1737,Pirimiphos methyl,"('soil', 'agricultural')",0.0
1738,"2,4-D amines","('air', 'non-urban air or from high stacks')",5.96918589405955e-22
1739,"Transformation, to annual crop, irrigated, intensive","('natural resource', 'land')",7.1260383345668e-10
1740,Metam-sodium,"('soil', 'agricultural')",2.7549975617693342e-12
1741,Diethylene glycol,"('water', 'surface water')",0.0
1742,Propanal,"('air', 'non-urban air or from high stacks')",6.784225609700779e-11
1743,Aluminium,"('water', 'surface water')",8.070651170768288e-08
1744,Fosetyl,"('soil', 'agricultural')",0.0
1745,Imazethapyr,"('air', 'non-urban air or from high stacks')",1.9968740921559802e-13
1746,Quizalofop-p-ethyl,"('soil', 'agricultural')",0.0
1747,Paraffins,"('air', 'non-urban air or from high stacks')",0.0
1748,Manganese,"('water',)",3.271893292979301e-09
1749,Aluminium,"('water', 'ocean')",2.5112257401325494e-08
1750,Nitrogen oxides,"('air', 'low population density, long-term')",1.6182312865354684e-12
1751,"Anhydrite, in ground","('natural resource', 'in ground')",1.1054240901454882e-09
1752,"Calcite, in ground","('natural resource', 'in ground')",0.10131699408984957
1753,Acrolein,"('air',)",3.0601610700438967e-08
1754,"Transformation, from seabed, infrastructure","('natural resource', 'land')",2.1988066339874595e-11
1755,Carbon disulfide,"('air', 'non-urban air or from high stacks')",5.695713329543603e-07
1756,Hydrogen sulfide,"('water', 'surface water')",1.871625510153322e-09
1757,Methyl borate,"('air', 'urban air close to ground')",1.1891000026117486e-14
1758,Flusilazole,"('soil', 'agricultural')",7.497321182974435e-16
1759,"Transformation, to traffic area, rail/road embankment","('natural resource', 'land')",1.7423272916168816e-06
1760,Acrinathrin,"('soil', 'agricultural')",1.4573070525347927e-24
1761,Chromium VI,"('water',)",3.0345740944539354e-10
1762,"Radioactive species, Nuclides, unspecified","('water', 'surface water')",6.45913938608185e-07
1763,"PAH, polycyclic aromatic hydrocarbons","('air', 'urban air close to ground')",6.116683181098925e-08
1764,"Rh, Rh 2.4E-5%, Pt 4.8E-4%, Pd 2.0E-4%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground","('natural resource', 'in ground')",2.155847069069167e-12
1765,Captan,"('soil', 'agricultural')",0.0
1766,"TOC, Total Organic Carbon","('water', 'ground-, long-term')",0.0005781945800116429
1767,"COD, Chemical Oxygen Demand","('water', 'surface water')",7.200450994634405e-05
1768,Bromoxynil,"('water', 'surface water')",2.9690247566144738e-24
1769,"Chromium, 25.5% in chromite, 11.6% in crude ore, in ground","('natural resource', 'in ground')",4.686535597723292e-05
1770,Formaldehyde,"('air', 'non-urban air or from high stacks')",3.69932342534654e-08
1771,"Methane, tetrachloro-, R-10","('air', 'urban air close to ground')",3.6426709736201864e-11
1772,Radium-228,"('water',)",1.4555899194957538e-06
1773,Methoxyfenozide,"('soil', 'agricultural')",0.0
1774,Dimethenamid,"('air', 'non-urban air or from high stacks')",2.490900356945966e-19
1775,Manganese,"('water', 'ground-')",1.0045231149758253e-07
1776,Magnesium,"('soil',)",1.8289241461992667e-08
1777,Antimony,"('water',)",8.808095999992795e-12
1778,Hydrogen sulfide,"('water', 'ground-')",1.2300422404373565e-10
1779,Platinum,"('air',)",2.5472162919954858e-11
1780,"Occupation, arable land, unspecified use","('natural resource', 'land')",6.344952793114785e-24
1781,"Steatite, in ground","('natural resource', 'in ground')",0.0
1782,Chloroacetic acid,"('air', 'urban air close to ground')",4.444729750429567e-12
1783,m-Xylene,"('air',)",1.6941154574101434e-08
1784,t-Butyl methyl ether,"('water', 'surface water')",6.944786540788711e-11
1785,Elemental carbon,"('soil',)",2.2963689078666202e-10
1786,Foramsulfuron,"('soil', 'agricultural')",8.004318031320164e-17
1787,"TOC, Total Organic Carbon","('water', 'ocean')",2.88911225797182e-06
1788,"Occupation, seabed, infrastructure","('natural resource', 'land')",1.108258723400812e-08
1789,Sulfate,"('water', 'surface water')",2.952894398495676e-05
1790,Fluorene,"('water', 'surface water')",7.401110646581907e-12
1791,Diethylene glycol,"('air', 'urban air close to ground')",1.2883874873233895e-17
1792,Sulfur trioxide,"('air',)",4.382716450320662e-12
1793,Butadiene,"('air', 'non-urban air or from high stacks')",8.904248095137305e-16
1794,Cobalt-57,"('water', 'surface water')",2.5870232937718906e-08
1795,Chloroform,"('air', 'urban air close to ground')",3.769279335031678e-11
1796,Diphenyltin,"('water', 'ocean')",3.42435159930454e-29
1797,Antimony,"('water', 'ground-')",8.607903308567444e-10
1798,Propanil,"('soil', 'agricultural')",2.512754515385232e-13
1799,Formaldehyde,"('water', 'surface water')",1.0011808279832489e-08
1800,Magnesium,"('air', 'non-urban air or from high stacks')",8.192788843890129e-09
1801,"Gold, Au 1.0E-7%, in mixed ore, in ground","('natural resource', 'in ground')",5.792772028811994e-14
1802,Dimethyl hexynediol,"('water',)",0.0
1803,"Energy, potential (in hydropower reservoir), converted","('natural resource', 'in water')",0.04090132301569169
1804,"Copper, 1.42% in sulfide, Cu 0.81% and Mo 8.2E-3% in crude ore, in ground","('natural resource', 'in ground')",1.015024143289029e-06
1805,Chromium VI,"('water', 'surface water')",1.4197651836938744e-07
1806,"Palladium, Pd 1.6E-6%, in mixed ore, in ground","('natural resource', 'in ground')",9.192464181040023e-13
1807,"Methane, dichloro-, HCC-30","('water', 'surface water')",5.245476721385613e-09
1808,"Methane, bromotrifluoro-, Halon 1301","('air', 'urban air close to ground')",5.771443460042367e-16
1809,Ethene,"('air', 'urban air close to ground')",6.571763549819952e-08
1810,"Transformation, to pasture, man made, intensive","('natural resource', 'land')",2.457327328397391e-09
1811,"Hydrocarbons, aromatic","('air',)",1.2909968764911556e-07
1812,"Sodium nitrate, in ground","('natural resource', 'in ground')",1.240885493788786e-13
1813,Metosulam,"('soil', 'agricultural')",1.3072730081950495e-17
1814,Benzo(a)pyrene,"('air', 'urban air close to ground')",7.734118890312647e-12
1815,Lead,"('air', 'low population density, long-term')",1.04493053876964e-09
1816,Propylene oxide,"('water', 'surface water')",2.7351466428830346e-09
1817,"Hydrogen-3, Tritium","('water', 'ocean')",0.02689280886546575
1818,Manganese,"('air',)",1.0439393132087303e-08
1819,"Zinc, 9.0% in sulfide, Zn 5.3%, Pb, Ag, Cd, In, in ground","('natural resource', 'in ground')",1.4854680149174115e-05
1820,Hexane,"('water', 'surface water')",0.0
1821,Ruthenium-103,"('water', 'surface water')",8.808903137998833e-10
1822,"Hydrocarbons, aliphatic, unsaturated","('water', 'ocean')",2.3724111925673027e-10
1823,Acenaphthylene,"('water', 'surface water')",1.6453439363478907e-13
1824,"Kieserite, 25% in crude ore, in ground","('natural resource', 'in ground')",2.540032603718369e-09
1825,Pendimethalin,"('soil', 'agricultural')",4.369944730159764e-12
1826,Strontium,"('air',)",1.7370085725349256e-09
1827,Esfenvalerate,"('soil', 'agricultural')",3.090665298823387e-15
1828,"Hydrocarbons, aliphatic, unsaturated","('water', 'surface water')",4.67043096530815e-09
1829,Sodium,"('soil',)",1.6937046899737107e-07
1830,Diethylene glycol,"('water',)",0.0
1831,Tefluthrin,"('water', 'ground-')",3.1258276146711745e-25
1832,Antimony,"('water', 'surface water')",2.650985690850538e-09
1833,"Zinc, Zn 0.63%, in mixed ore, in ground","('natural resource', 'in ground')",1.674652510899222e-06
1834,"2,4-D amines","('soil', 'agricultural')",1.0341257683627485e-19
1835,Propylamine,"('air', 'urban air close to ground')",1.0959283810550075e-14
1836,"Oils, unspecified","('soil', 'industrial')",5.61197837541404e-09
1837,"Lead, Pb 3.6E-1%, in mixed ore, in ground","('natural resource', 'in ground')",6.836981705025768e-09
1838,Propylene oxide,"('air', 'urban air close to ground')",1.1549561646170754e-09
1839,Monochloroethane,"('air', 'urban air close to ground')",0.0
1840,Iodine,"('air', 'non-urban air or from high stacks')",9.04846737007053e-09
1841,"Carboxylic acids, unspecified","('water', 'ocean')",3.0551179762082575e-07
1842,Sulfur hexafluoride,"('air', 'non-urban air or from high stacks')",5.0430302988956283e-14
1843,Sulfur oxides,"('air',)",3.329388132063006e-11
1844,Antimony,"('soil', 'agricultural')",3.7201264391084624e-14
1845,Radium-226,"('water', 'ground-')",1.0150130693342977e-09
1846,"Colemanite, in ground","('natural resource', 'in ground')",4.151538007733008e-08
1847,Sodium,"('air',)",2.8450039823315647e-08
1848,Carbon disulfide,"('water', 'surface water')",6.382019353553946e-13
1849,Nitrogen,"('water', 'surface water')",8.775401708275192e-08
1850,Water,"('air', 'urban air close to ground')",8.931441807934769e-07
1851,Formate,"('water', 'surface water')",8.535078754216188e-12
1852,Cyfluthrin,"('air', 'non-urban air or from high stacks')",1.1998761374243185e-14
1853,Benomyl,"('soil', 'agricultural')",4.69648987614271e-13
1854,"Iron, 72% in magnetite, 14% in crude ore, in ground","('natural resource', 'in ground')",1.4456066825076345e-07
1855,2-Propanol,"('water',)",3.7058918818112084e-10
1856,Acetaldehyde,"('air', 'urban air close to ground')",7.834843132486769e-08
1857,Barium-140,"('air', 'non-urban air or from high stacks')",3.78493924043145e-09
1858,Triphenyltin,"('water', 'ocean')",1.0212978760917043e-29
1859,Fluquinconazole,"('soil', 'agricultural')",1.866833254751027e-16
1860,Radium-224,"('water', 'surface water')",1.9459637440353595e-05
1861,Mercury,"('water', 'ground-')",8.909906408995567e-12
1862,Cypermethrin,"('soil', 'agricultural')",1.624663846713703e-10
1863,Anthranilic acid,"('air', 'urban air close to ground')",1.1883115672954345e-14
1864,"Benzene, pentachloro-","('air', 'urban air close to ground')",9.665022320923747e-14
1865,Rotenone,"('soil', 'agricultural')",0.0
1866,Terpenes,"('air', 'non-urban air or from high stacks')",1.3097014275376979e-10
1867,"Occupation, permanent crop, irrigated, intensive","('natural resource', 'land')",1.904019253983603e-21
1868,"Chlorinated solvents, unspecified","('air', 'non-urban air or from high stacks')",2.2694633162598386e-11
1869,Chloride,"('water',)",3.0400721218074086e-05
1870,Ethyl cellulose,"('air', 'urban air close to ground')",1.047231727019311e-11
1871,Iron,"('soil', 'agricultural')",3.8507025363900945e-08
1872,Uranium-234,"('water', 'surface water')",8.487351206723159e-07
1873,Sulfate,"('soil',)",4.562834792306844e-08
1874,Fluorine,"('air', 'urban air close to ground')",2.7987765121078996e-10
1875,"Chlorinated solvents, unspecified","('water', 'surface water')",2.3000200299351602e-10
1876,Butanol,"('air', 'urban air close to ground')",3.78759806652339e-13
1877,Fluorene,"('air',)",1.900002034541853e-13
1878,"Zinc, Zn 3.1%, in mixed ore, in ground","('natural resource', 'in ground')",5.86828777043395e-08
1879,"Methane, fossil","('air', 'urban air close to ground')",4.260726274469347e-06
1880,Dichlorprop,"('water', 'ground-')",2.6044411788643304e-21
1881,Trisodium phosphate,"('air',)",0.0
1882,Polonium-210,"('water', 'surface water')",6.058899235045097e-07
1883,Chloropicrin,"('soil', 'agricultural')",1.5544609476501437e-20
1884,"Transformation, from traffic area, rail/road embankment","('natural resource', 'land')",4.139438518570698e-07
1885,"Oils, non-fossil","('water', 'ocean')",3.6971438381419566e-22
1886,Zinc,"('air', 'non-urban air or from high stacks')",7.218684035173138e-08
1887,Acrolein,"('air', 'urban air close to ground')",2.5494486588800284e-11
1888,Dinitrogen monoxide,"('air',)",7.114125260459895e-07
1889,Calcium,"('soil',)",8.699086491672647e-08
1890,"Sand, unspecified, in ground","('natural resource', 'in ground')",7.04079197394836e-08
1891,"Vanadium, ion","('water', 'ocean')",1.0048743161568232e-10
1892,"Silver, ion","('water',)",1.6378493421619842e-09
1893,Butane,"('air',)",2.5944604359936157e-09
1894,Antimony-125,"('air', 'non-urban air or from high stacks')",6.786585622141378e-11
1895,"Arsenic, ion","('water', 'ground-')",2.1118302776303702e-08
1896,Copper,"('soil', 'industrial')",2.3682436449898402e-09
1897,Methomyl,"('water', 'surface water')",1.6515124799430324e-25
1898,Chloroform,"('water', 'surface water')",1.2732852750540418e-12
1899,Ethephon,"('soil', 'agricultural')",2.3922187372668883e-12
1900,Fluazifop-P-butyl,"('soil', 'agricultural')",5.477283013567199e-14
1901,Fenoxaprop ethyl ester,"('soil', 'agricultural')",1.2442450810145904e-16
1902,"Gravel, in ground","('natural resource', 'in ground')",0.899690170310224
1903,Glyphosate,"('soil', 'industrial')",2.2189101940165524e-09
1904,"Occupation, traffic area, road network","('natural resource', 'land')",0.0010245057113977953
1905,"Silver, Ag 9.7E-4%, in mixed ore, in ground","('natural resource', 'in ground')",1.3171258901851957e-08
1906,"Gallium, 0.014% in bauxite, in ground","('natural resource', 'in ground')",1.4604767020556323e-14
1907,"Hydrocarbons, aliphatic, unsaturated","('water',)",8.736001941251205e-19
1908,"Cyhalothrin, gamma-","('soil', 'agricultural')",5.903040346786001e-15
1909,Phosphorus,"('water',)",1.7172718891547552e-10
1910,"Cadmium, 0.30% in sulfide, Cd 0.18%, Pb, Zn, Ag, In, in ground","('natural resource', 'in ground')",4.95023989920266e-07
1911,"Shale, in ground","('natural resource', 'in ground')",0.007407842444199082
1912,"Ethane, 1,2-dichloro-","('air',)",0.0
1913,"Transformation, to grassland, natural (non-use)","('natural resource', 'land')",4.273527442351579e-08
1914,Isopropylamine,"('water', 'surface water')",4.0250456494402794e-14
1915,Ethane,"('air', 'non-urban air or from high stacks')",4.389500488226231e-07
1916,Chromium VI,"('air',)",3.105397241808329e-12
1917,"PAH, polycyclic aromatic hydrocarbons","('water', 'ground-')",7.115310429246023e-11
1918,Uranium,"('air', 'urban air close to ground')",2.471144752065566e-11
1919,Nitric oxide,"('air',)",5.057653959454796e-12
1920,Quintozene,"('soil', 'agricultural')",0.0
1921,Dimethenamid,"('water', 'surface water')",1.0989206398427662e-21
1922,Choline chloride,"('soil', 'agricultural')",9.420579297365784e-15
1923,Chloride,"('water', 'surface water')",0.0002047581100813328
1924,TCMTB,"('soil', 'agricultural')",0.0
1925,"Silver, 3.2ppm in sulfide, Ag 1.2ppm, Cu and Te, in crude ore, in ground","('natural resource', 'in ground')",8.034607063481167e-14
1926,Malathion,"('soil', 'agricultural')",8.68907897438362e-12
1927,"Solids, inorganic","('water',)",2.447842071149571e-13
1928,Bromacil,"('soil', 'agricultural')",0.0
1929,Nicosulfuron,"('soil', 'agricultural')",5.869862898864417e-16
1930,Barium,"('air', 'low population density, long-term')",5.808859369520603e-10
1931,"Aerosols, radioactive, unspecified","('air', 'non-urban air or from high stacks')",2.5668154193258466e-08
1932,Tefluthrin,"('water', 'surface water')",5.2017667794909036e-27
1933,Radium-228,"('water', 'ocean')",1.9770092130698376e-06
